ProbeName	circRNA
ASCRP3009818	hsa_circRNA_005522
ASCRP3009819	hsa_circRNA_006169
ASCRP3009820	hsa_circRNA_001412
ASCRP3009821	hsa_circRNA_407315
ASCRP3009822	hsa_circRNA_007590
ASCRP3009823	hsa_circRNA_052834
ASCRP3009824	hsa_circRNA_086482
ASCRP3009825	hsa_circRNA_101394
ASCRP3009826	hsa_circRNA_101707
ASCRP3009827	hsa_circRNA_406400
ASCRP3009828	hsa_circRNA_403745
ASCRP3009829	hsa_circRNA_406240
ASCRP3009830	hsa_circRNA_100297
ASCRP3009831	hsa_circRNA_025162
ASCRP3009832	hsa_circRNA_104622
ASCRP3009833	hsa_circRNA_404882
ASCRP3009834	hsa_circRNA_103017
ASCRP3009835	hsa_circRNA_103229
ASCRP3009836	hsa_circRNA_001493
ASCRP3009837	hsa_circRNA_104172
ASCRP3009838	hsa_circRNA_005108
ASCRP3009839	hsa_circRNA_000696
ASCRP3009840	hsa_circRNA_404520
ASCRP3009841	hsa_circRNA_001059
ASCRP3009842	hsa_circRNA_027933
ASCRP3009843	hsa_circRNA_056037
ASCRP3009844	hsa_circRNA_104045
ASCRP3009845	hsa_circRNA_060915
ASCRP3009846	hsa_circRNA_104565
ASCRP3009847	hsa_circRNA_103920
ASCRP3009848	hsa_circRNA_059352
ASCRP3009849	hsa_circRNA_102167
ASCRP3009850	hsa_circRNA_059359
ASCRP3009851	hsa_circRNA_000574
ASCRP3009852	hsa_circRNA_403264
ASCRP3009853	hsa_circRNA_085646
ASCRP3009854	hsa_circRNA_017562
ASCRP3009855	hsa_circRNA_011162
ASCRP3009856	hsa_circRNA_001872
ASCRP3009857	hsa_circRNA_104635
ASCRP3009858	hsa_circRNA_405581
ASCRP3009859	hsa_circRNA_001951
ASCRP3009860	hsa_circRNA_100906
ASCRP3009861	hsa_circRNA_103693
ASCRP3009862	hsa_circRNA_100121
ASCRP3009863	hsa_circRNA_023240
ASCRP3009864	hsa_circRNA_100702
ASCRP3009865	hsa_circRNA_102888
ASCRP3009866	hsa_circRNA_407324
ASCRP3009867	hsa_circRNA_025353
ASCRP3009868	hsa_circRNA_079265
ASCRP3009869	hsa_circRNA_100844
ASCRP3009870	hsa_circRNA_008683
ASCRP3009871	hsa_circRNA_102425
ASCRP3009872	hsa_circRNA_102641
ASCRP3009873	hsa_circRNA_401684
ASCRP3009874	hsa_circRNA_400705
ASCRP3009875	hsa_circRNA_102442
ASCRP3009876	hsa_circRNA_003433
ASCRP3009877	hsa_circRNA_000921
ASCRP3009878	hsa_circRNA_407052
ASCRP3009879	hsa_circRNA_004041
ASCRP3009880	hsa_circRNA_026358
ASCRP3009881	hsa_circRNA_090364
ASCRP3009882	hsa_circRNA_103264
ASCRP3009883	hsa_circRNA_007477
ASCRP3009884	hsa_circRNA_405471
ASCRP3009885	hsa_circRNA_045179
ASCRP3009886	hsa_circRNA_017041
ASCRP3009887	hsa_circRNA_091054
ASCRP3009888	hsa_circRNA_103219
ASCRP3009889	hsa_circRNA_104806
ASCRP3009890	hsa_circRNA_061880
ASCRP3009891	hsa_circRNA_104128
ASCRP3009892	hsa_circRNA_103870
ASCRP3009893	hsa_circRNA_104022
ASCRP3009894	hsa_circRNA_002141
ASCRP3009895	hsa_circRNA_407248
ASCRP3009896	hsa_circRNA_102116
ASCRP3009897	hsa_circRNA_104285
ASCRP3009898	hsa_circRNA_056668
ASCRP3009899	hsa_circRNA_405842
ASCRP3009900	hsa_circRNA_400522
ASCRP3009901	hsa_circRNA_060176
ASCRP3009902	hsa_circRNA_028904
ASCRP3009903	hsa_circRNA_404808
ASCRP3009904	hsa_circRNA_004687
ASCRP3009905	hsa_circRNA_074188
ASCRP3009906	hsa_circRNA_101457
ASCRP3009907	hsa_circRNA_006703
ASCRP3009908	hsa_circRNA_056199
ASCRP3009909	hsa_circRNA_401055
ASCRP3009910	hsa_circRNA_102648
ASCRP3009911	hsa_circRNA_404633
ASCRP3009912	hsa_circRNA_104019
ASCRP3009913	hsa_circRNA_082689
ASCRP3009914	hsa_circRNA_001273
ASCRP3009915	hsa_circRNA_103041
ASCRP3009916	hsa_circRNA_063316
ASCRP3009917	hsa_circRNA_001131
ASCRP3009918	hsa_circRNA_000221
ASCRP3009919	hsa_circRNA_000809
ASCRP3009920	hsa_circRNA_102902
ASCRP3009921	hsa_circRNA_400863
ASCRP3009922	hsa_circRNA_101296
ASCRP3009923	hsa_circRNA_077398
ASCRP3009924	hsa_circRNA_026457
ASCRP3009925	hsa_circRNA_102136
ASCRP3009926	hsa_circRNA_104586
ASCRP3009927	hsa_circRNA_004409
ASCRP3009928	hsa_circRNA_101082
ASCRP3009929	hsa_circRNA_402900
ASCRP3009930	hsa_circRNA_102170
ASCRP3009931	hsa_circRNA_029229
ASCRP3009932	hsa_circRNA_049753
ASCRP3009933	hsa_circRNA_013054
ASCRP3009934	hsa_circRNA_401991
ASCRP3009935	hsa_circRNA_009502
ASCRP3009936	hsa_circRNA_009503
ASCRP3009937	hsa_circRNA_090311
ASCRP3009938	hsa_circRNA_100459
ASCRP3009939	hsa_circRNA_036188
ASCRP3009940	hsa_circRNA_400939
ASCRP3009941	hsa_circRNA_406159
ASCRP3009942	hsa_circRNA_404802
ASCRP3009943	hsa_circRNA_405778
ASCRP3009944	hsa_circRNA_074841
ASCRP3009945	hsa_circRNA_000294
ASCRP3009946	hsa_circRNA_027691
ASCRP3009947	hsa_circRNA_406683
ASCRP3009948	hsa_circRNA_100263
ASCRP3009949	hsa_circRNA_027703
ASCRP3009950	hsa_circRNA_101973
ASCRP3009951	hsa_circRNA_104830
ASCRP3009952	hsa_circRNA_104063
ASCRP3009953	hsa_circRNA_091611
ASCRP3009954	hsa_circRNA_090328
ASCRP3009955	hsa_circRNA_404436
ASCRP3009956	hsa_circRNA_000556
ASCRP3009957	hsa_circRNA_001047
ASCRP3009958	hsa_circRNA_101723
ASCRP3009959	hsa_circRNA_000145
ASCRP3009960	hsa_circRNA_402446
ASCRP3009961	hsa_circRNA_014233
ASCRP3009962	hsa_circRNA_103618
ASCRP3009963	hsa_circRNA_006295
ASCRP3009964	hsa_circRNA_407046
ASCRP3009965	hsa_circRNA_000598
ASCRP3009966	hsa_circRNA_406984
ASCRP3009967	hsa_circRNA_082797
ASCRP3009968	hsa_circRNA_082798
ASCRP3009969	hsa_circRNA_001565
ASCRP3009970	hsa_circRNA_100734
ASCRP3009971	hsa_circRNA_002646
ASCRP3009972	hsa_circRNA_406693
ASCRP3009973	hsa_circRNA_005030
ASCRP3009974	hsa_circRNA_021620
ASCRP3009975	hsa_circRNA_102482
ASCRP3009976	hsa_circRNA_021157
ASCRP3009977	hsa_circRNA_007529
ASCRP3009978	hsa_circRNA_405341
ASCRP3009979	hsa_circRNA_057183
ASCRP3009980	hsa_circRNA_078402
ASCRP3009981	hsa_circRNA_064743
ASCRP3009982	hsa_circRNA_002796
ASCRP3009983	hsa_circRNA_104468
ASCRP3009984	hsa_circRNA_100507
ASCRP3009985	hsa_circRNA_104423
ASCRP3009986	hsa_circRNA_102402
ASCRP3009987	hsa_circRNA_401368
ASCRP3009988	hsa_circRNA_010027
ASCRP3009989	hsa_circRNA_405418
ASCRP3009990	hsa_circRNA_405330
ASCRP3009991	hsa_circRNA_104983
ASCRP3009992	hsa_circRNA_008198
ASCRP3009993	hsa_circRNA_044189
ASCRP3009994	hsa_circRNA_104609
ASCRP3009995	hsa_circRNA_100932
ASCRP3009996	hsa_circRNA_103949
ASCRP3009997	hsa_circRNA_005076
ASCRP3009998	hsa_circRNA_005809
ASCRP3009999	hsa_circRNA_089315
ASCRP3010000	hsa_circRNA_100630
ASCRP3010001	hsa_circRNA_080872
ASCRP3010002	hsa_circRNA_101937
ASCRP3010003	hsa_circRNA_100893
ASCRP3010004	hsa_circRNA_104619
ASCRP3010005	hsa_circRNA_024379
ASCRP3010006	hsa_circRNA_102603
ASCRP3010007	hsa_circRNA_104943
ASCRP3010008	hsa_circRNA_004541
ASCRP3010009	hsa_circRNA_001464
ASCRP3010010	hsa_circRNA_000132
ASCRP3010011	hsa_circRNA_082720
ASCRP3010012	hsa_circRNA_000461
ASCRP3010013	hsa_circRNA_100909
ASCRP3010014	hsa_circRNA_069655
ASCRP3010015	hsa_circRNA_100558
ASCRP3010016	hsa_circRNA_001026
ASCRP3010017	hsa_circRNA_104368
ASCRP3010018	hsa_circRNA_102826
ASCRP3010019	hsa_circRNA_405890
ASCRP3010020	hsa_circRNA_400051
ASCRP3010021	hsa_circRNA_003907
ASCRP3010022	hsa_circRNA_407126
ASCRP3010023	hsa_circRNA_405325
ASCRP3010024	hsa_circRNA_038516
ASCRP3010025	hsa_circRNA_060762
ASCRP3010026	hsa_circRNA_406534
ASCRP3010027	hsa_circRNA_405172
ASCRP3010028	hsa_circRNA_103148
ASCRP3010029	hsa_circRNA_100720
ASCRP3010030	hsa_circRNA_007008
ASCRP3010031	hsa_circRNA_069574
ASCRP3010032	hsa_circRNA_403697
ASCRP3010033	hsa_circRNA_104166
ASCRP3010034	hsa_circRNA_405710
ASCRP3010035	hsa_circRNA_104364
ASCRP3010036	hsa_circRNA_402952
ASCRP3010037	hsa_circRNA_101611
ASCRP3010038	hsa_circRNA_103680
ASCRP3010039	hsa_circRNA_100805
ASCRP3010040	hsa_circRNA_406231
ASCRP3010041	hsa_circRNA_043821
ASCRP3010042	hsa_circRNA_092455
ASCRP3010043	hsa_circRNA_404328
ASCRP3010044	hsa_circRNA_406150
ASCRP3010045	hsa_circRNA_001328
ASCRP3010046	hsa_circRNA_084553
ASCRP3010047	hsa_circRNA_104399
ASCRP3010048	hsa_circRNA_073713
ASCRP3010049	hsa_circRNA_001198
ASCRP3010050	hsa_circRNA_102327
ASCRP3010051	hsa_circRNA_103087
ASCRP3010052	hsa_circRNA_000306
ASCRP3010053	hsa_circRNA_104158
ASCRP3010054	hsa_circRNA_080543
ASCRP3010055	hsa_circRNA_103670
ASCRP3010056	hsa_circRNA_101803
ASCRP3010057	hsa_circRNA_101160
ASCRP3010058	hsa_circRNA_405872
ASCRP3010059	hsa_circRNA_090986
ASCRP3010060	hsa_circRNA_104369
ASCRP3010061	hsa_circRNA_065916
ASCRP3010062	hsa_circRNA_005412
ASCRP3010063	hsa_circRNA_016519
ASCRP3010064	hsa_circRNA_020624
ASCRP3010065	hsa_circRNA_005458
ASCRP3010066	hsa_circRNA_402964
ASCRP3010067	hsa_circRNA_102565
ASCRP3010068	hsa_circRNA_104003
ASCRP3010069	hsa_circRNA_103197
ASCRP3010070	hsa_circRNA_101897
ASCRP3010071	hsa_circRNA_102590
ASCRP3010072	hsa_circRNA_004878
ASCRP3010073	hsa_circRNA_101458
ASCRP3010074	hsa_circRNA_039187
ASCRP3010075	hsa_circRNA_051123
ASCRP3010076	hsa_circRNA_013141
ASCRP3010077	hsa_circRNA_063811
ASCRP3010078	hsa_circRNA_037128
ASCRP3010079	hsa_circRNA_407224
ASCRP3010080	hsa_circRNA_104435
ASCRP3010081	hsa_circRNA_407008
ASCRP3010082	hsa_circRNA_008794
ASCRP3010083	hsa_circRNA_101479
ASCRP3010084	hsa_circRNA_025054
ASCRP3010085	hsa_circRNA_404641
ASCRP3010086	hsa_circRNA_406712
ASCRP3010087	hsa_circRNA_103106
ASCRP3010088	hsa_circRNA_406433
ASCRP3010089	hsa_circRNA_405299
ASCRP3010090	hsa_circRNA_008939
ASCRP3010091	hsa_circRNA_085743
ASCRP3010092	hsa_circRNA_067744
ASCRP3010093	hsa_circRNA_104014
ASCRP3010094	hsa_circRNA_405770
ASCRP3010095	hsa_circRNA_102484
ASCRP3010096	hsa_circRNA_401884
ASCRP3010097	hsa_circRNA_103986
ASCRP3010098	hsa_circRNA_007581
ASCRP3010099	hsa_circRNA_405642
ASCRP3010100	hsa_circRNA_101584
ASCRP3010101	hsa_circRNA_101778
ASCRP3010102	hsa_circRNA_101469
ASCRP3010103	hsa_circRNA_102263
ASCRP3010104	hsa_circRNA_405302
ASCRP3010105	hsa_circRNA_405907
ASCRP3010106	hsa_circRNA_100931
ASCRP3010107	hsa_circRNA_405009
ASCRP3010108	hsa_circRNA_061260
ASCRP3010109	hsa_circRNA_002520
ASCRP3010110	hsa_circRNA_404603
ASCRP3010111	hsa_circRNA_101965
ASCRP3010112	hsa_circRNA_047463
ASCRP3010113	hsa_circRNA_104001
ASCRP3010114	hsa_circRNA_102330
ASCRP3010115	hsa_circRNA_404827
ASCRP3010116	hsa_circRNA_089652
ASCRP3010117	hsa_circRNA_104680
ASCRP3010118	hsa_circRNA_104315
ASCRP3010119	hsa_circRNA_061482
ASCRP3010120	hsa_circRNA_018332
ASCRP3010121	hsa_circRNA_065926
ASCRP3010122	hsa_circRNA_000416
ASCRP3010123	hsa_circRNA_102689
ASCRP3010124	hsa_circRNA_101234
ASCRP3010125	hsa_circRNA_100627
ASCRP3010126	hsa_circRNA_006562
ASCRP3010127	hsa_circRNA_024948
ASCRP3010128	hsa_circRNA_100926
ASCRP3010129	hsa_circRNA_016503
ASCRP3010130	hsa_circRNA_104395
ASCRP3010131	hsa_circRNA_405392
ASCRP3010132	hsa_circRNA_405582
ASCRP3010133	hsa_circRNA_019608
ASCRP3010134	hsa_circRNA_101515
ASCRP3010135	hsa_circRNA_100839
ASCRP3010136	hsa_circRNA_101018
ASCRP3010137	hsa_circRNA_017502
ASCRP3010138	hsa_circRNA_100530
ASCRP3010139	hsa_circRNA_009246
ASCRP3010140	hsa_circRNA_104717
ASCRP3010141	hsa_circRNA_406207
ASCRP3010142	hsa_circRNA_050565
ASCRP3010143	hsa_circRNA_000928
ASCRP3010144	hsa_circRNA_002427
ASCRP3010145	hsa_circRNA_102968
ASCRP3010146	hsa_circRNA_025332
ASCRP3010147	hsa_circRNA_103568
ASCRP3010148	hsa_circRNA_404621
ASCRP3010149	hsa_circRNA_102221
ASCRP3010150	hsa_circRNA_043820
ASCRP3010151	hsa_circRNA_102829
ASCRP3010152	hsa_circRNA_100012
ASCRP3010153	hsa_circRNA_001072
ASCRP3010154	hsa_circRNA_405191
ASCRP3010155	hsa_circRNA_401979
ASCRP3010156	hsa_circRNA_007819
ASCRP3010157	hsa_circRNA_040825
ASCRP3010158	hsa_circRNA_101250
ASCRP3010159	hsa_circRNA_102164
ASCRP3010160	hsa_circRNA_104461
ASCRP3010161	hsa_circRNA_404593
ASCRP3010162	hsa_circRNA_000774
ASCRP3010163	hsa_circRNA_104486
ASCRP3010164	hsa_circRNA_100400
ASCRP3010165	hsa_circRNA_004764
ASCRP3010166	hsa_circRNA_403288
ASCRP3010167	hsa_circRNA_011267
ASCRP3010168	hsa_circRNA_100449
ASCRP3010169	hsa_circRNA_001166
ASCRP3010170	hsa_circRNA_080087
ASCRP3010171	hsa_circRNA_001926
ASCRP3010172	hsa_circRNA_003027
ASCRP3010173	hsa_circRNA_104587
ASCRP3010174	hsa_circRNA_006863
ASCRP3010175	hsa_circRNA_407298
ASCRP3010176	hsa_circRNA_402433
ASCRP3010177	hsa_circRNA_000165
ASCRP3010178	hsa_circRNA_404589
ASCRP3010179	hsa_circRNA_012299
ASCRP3010180	hsa_circRNA_104430
ASCRP3010181	hsa_circRNA_402583
ASCRP3010182	hsa_circRNA_100588
ASCRP3010183	hsa_circRNA_005970
ASCRP3010184	hsa_circRNA_404720
ASCRP3010185	hsa_circRNA_037558
ASCRP3010186	hsa_circRNA_103707
ASCRP3010187	hsa_circRNA_403782
ASCRP3010188	hsa_circRNA_057822
ASCRP3010189	hsa_circRNA_102677
ASCRP3010190	hsa_circRNA_400065
ASCRP3010191	hsa_circRNA_403589
ASCRP3010192	hsa_circRNA_102950
ASCRP3010193	hsa_circRNA_402097
ASCRP3010194	hsa_circRNA_000694
ASCRP3010195	hsa_circRNA_101007
ASCRP3010196	hsa_circRNA_100546
ASCRP3010197	hsa_circRNA_100416
ASCRP3010198	hsa_circRNA_027914
ASCRP3010199	hsa_circRNA_102127
ASCRP3010200	hsa_circRNA_405443
ASCRP3010201	hsa_circRNA_007494
ASCRP3010202	hsa_circRNA_006543
ASCRP3010203	hsa_circRNA_071095
ASCRP3010204	hsa_circRNA_046157
ASCRP3010205	hsa_circRNA_405183
ASCRP3010206	hsa_circRNA_004875
ASCRP3010207	hsa_circRNA_406704
ASCRP3010208	hsa_circRNA_406571
ASCRP3010209	hsa_circRNA_101962
ASCRP3010210	hsa_circRNA_100146
ASCRP3010211	hsa_circRNA_092448
ASCRP3010212	hsa_circRNA_101735
ASCRP3010213	hsa_circRNA_000207
ASCRP3010214	hsa_circRNA_101028
ASCRP3010215	hsa_circRNA_102411
ASCRP3010216	hsa_circRNA_406774
ASCRP3010217	hsa_circRNA_100753
ASCRP3010218	hsa_circRNA_405021
ASCRP3010219	hsa_circRNA_033194
ASCRP3010220	hsa_circRNA_000148
ASCRP3010221	hsa_circRNA_404091
ASCRP3010222	hsa_circRNA_104187
ASCRP3010223	hsa_circRNA_007738
ASCRP3010224	hsa_circRNA_100716
ASCRP3010225	hsa_circRNA_045590
ASCRP3010226	hsa_circRNA_102460
ASCRP3010227	hsa_circRNA_102210
ASCRP3010228	hsa_circRNA_102575
ASCRP3010229	hsa_circRNA_100052
ASCRP3010230	hsa_circRNA_018886
ASCRP3010231	hsa_circRNA_063503
ASCRP3010232	hsa_circRNA_407213
ASCRP3010233	hsa_circRNA_060502
ASCRP3010234	hsa_circRNA_060504
ASCRP3010235	hsa_circRNA_009130
ASCRP3010236	hsa_circRNA_101624
ASCRP3010237	hsa_circRNA_104895
ASCRP3010238	hsa_circRNA_080272
ASCRP3010239	hsa_circRNA_087798
ASCRP3010240	hsa_circRNA_407139
ASCRP3010241	hsa_circRNA_079988
ASCRP3010242	hsa_circRNA_103448
ASCRP3010243	hsa_circRNA_019225
ASCRP3010244	hsa_circRNA_102555
ASCRP3010245	hsa_circRNA_103112
ASCRP3010246	hsa_circRNA_080217
ASCRP3010247	hsa_circRNA_402215
ASCRP3010248	hsa_circRNA_406858
ASCRP3010249	hsa_circRNA_103491
ASCRP3010250	hsa_circRNA_406203
ASCRP3010251	hsa_circRNA_100522
ASCRP3010252	hsa_circRNA_100527
ASCRP3010253	hsa_circRNA_100150
ASCRP3010254	hsa_circRNA_004077
ASCRP3010255	hsa_circRNA_103852
ASCRP3010256	hsa_circRNA_403044
ASCRP3010257	hsa_circRNA_100411
ASCRP3010258	hsa_circRNA_103479
ASCRP3010259	hsa_circRNA_003813
ASCRP3010260	hsa_circRNA_102085
ASCRP3010261	hsa_circRNA_405062
ASCRP3010262	hsa_circRNA_001039
ASCRP3010263	hsa_circRNA_069087
ASCRP3010264	hsa_circRNA_023461
ASCRP3010265	hsa_circRNA_100935
ASCRP3010266	hsa_circRNA_103181
ASCRP3010267	hsa_circRNA_027904
ASCRP3010268	hsa_circRNA_102697
ASCRP3010269	hsa_circRNA_406989
ASCRP3010270	hsa_circRNA_100027
ASCRP3010271	hsa_circRNA_009608
ASCRP3010272	hsa_circRNA_001640
ASCRP3010273	hsa_circRNA_406930
ASCRP3010274	hsa_circRNA_103791
ASCRP3010275	hsa_circRNA_086277
ASCRP3010276	hsa_circRNA_000893
ASCRP3010277	hsa_circRNA_103464
ASCRP3010278	hsa_circRNA_100468
ASCRP3010279	hsa_circRNA_103554
ASCRP3010280	hsa_circRNA_067130
ASCRP3010281	hsa_circRNA_101220
ASCRP3010282	hsa_circRNA_405804
ASCRP3010283	hsa_circRNA_400958
ASCRP3010284	hsa_circRNA_400063
ASCRP3010285	hsa_circRNA_022920
ASCRP3010286	hsa_circRNA_044171
ASCRP3010287	hsa_circRNA_102604
ASCRP3010288	hsa_circRNA_102063
ASCRP3010289	hsa_circRNA_400936
ASCRP3010290	hsa_circRNA_001459
ASCRP3010291	hsa_circRNA_404850
ASCRP3010292	hsa_circRNA_405951
ASCRP3010293	hsa_circRNA_100862
ASCRP3010294	hsa_circRNA_102680
ASCRP3010295	hsa_circRNA_044065
ASCRP3010296	hsa_circRNA_102949
ASCRP3010297	hsa_circRNA_105055
ASCRP3010298	hsa_circRNA_103864
ASCRP3010299	hsa_circRNA_404495
ASCRP3010300	hsa_circRNA_103404
ASCRP3010301	hsa_circRNA_007107
ASCRP3010302	hsa_circRNA_103497
ASCRP3010303	hsa_circRNA_001397
ASCRP3010304	hsa_circRNA_075549
ASCRP3010305	hsa_circRNA_001653
ASCRP3010306	hsa_circRNA_103796
ASCRP3010307	hsa_circRNA_009297
ASCRP3010308	hsa_circRNA_401558
ASCRP3010309	hsa_circRNA_084051
ASCRP3010310	hsa_circRNA_100157
ASCRP3010311	hsa_circRNA_402501
ASCRP3010312	hsa_circRNA_407251
ASCRP3010313	hsa_circRNA_101042
ASCRP3010314	hsa_circRNA_013071
ASCRP3010315	hsa_circRNA_072992
ASCRP3010316	hsa_circRNA_100669
ASCRP3010317	hsa_circRNA_061273
ASCRP3010318	hsa_circRNA_101090
ASCRP3010319	hsa_circRNA_405971
ASCRP3010320	hsa_circRNA_101702
ASCRP3010321	hsa_circRNA_103804
ASCRP3010322	hsa_circRNA_407335
ASCRP3010323	hsa_circRNA_002261
ASCRP3010324	hsa_circRNA_042190
ASCRP3010325	hsa_circRNA_063739
ASCRP3010326	hsa_circRNA_405176
ASCRP3010327	hsa_circRNA_090959
ASCRP3010328	hsa_circRNA_012389
ASCRP3010329	hsa_circRNA_100822
ASCRP3010330	hsa_circRNA_406945
ASCRP3010331	hsa_circRNA_405694
ASCRP3010332	hsa_circRNA_101324
ASCRP3010333	hsa_circRNA_104349
ASCRP3010334	hsa_circRNA_103942
ASCRP3010335	hsa_circRNA_004397
ASCRP3010336	hsa_circRNA_005855
ASCRP3010337	hsa_circRNA_101361
ASCRP3010338	hsa_circRNA_102171
ASCRP3010339	hsa_circRNA_101380
ASCRP3010340	hsa_circRNA_103692
ASCRP3010341	hsa_circRNA_400041
ASCRP3010342	hsa_circRNA_082680
ASCRP3010343	hsa_circRNA_404797
ASCRP3010344	hsa_circRNA_054220
ASCRP3010345	hsa_circRNA_105026
ASCRP3010346	hsa_circRNA_406649
ASCRP3010347	hsa_circRNA_403249
ASCRP3010348	hsa_circRNA_003599
ASCRP3010349	hsa_circRNA_407175
ASCRP3010350	hsa_circRNA_007911
ASCRP3010351	hsa_circRNA_059204
ASCRP3010352	hsa_circRNA_015911
ASCRP3010353	hsa_circRNA_100232
ASCRP3010354	hsa_circRNA_103499
ASCRP3010355	hsa_circRNA_030050
ASCRP3010356	hsa_circRNA_400322
ASCRP3010357	hsa_circRNA_089039
ASCRP3010358	hsa_circRNA_004867
ASCRP3010359	hsa_circRNA_079422
ASCRP3010360	hsa_circRNA_100901
ASCRP3010361	hsa_circRNA_402904
ASCRP3010362	hsa_circRNA_002625
ASCRP3010363	hsa_circRNA_103225
ASCRP3010364	hsa_circRNA_102513
ASCRP3010365	hsa_circRNA_103585
ASCRP3010366	hsa_circRNA_030643
ASCRP3010367	hsa_circRNA_406993
ASCRP3010368	hsa_circRNA_052833
ASCRP3010369	hsa_circRNA_002005
ASCRP3010370	hsa_circRNA_102107
ASCRP3010371	hsa_circRNA_102749
ASCRP3010372	hsa_circRNA_006062
ASCRP3010373	hsa_circRNA_000671
ASCRP3010374	hsa_circRNA_001728
ASCRP3010375	hsa_circRNA_009154
ASCRP3010376	hsa_circRNA_400008
ASCRP3010377	hsa_circRNA_103295
ASCRP3010378	hsa_circRNA_079948
ASCRP3010379	hsa_circRNA_102094
ASCRP3010380	hsa_circRNA_049279
ASCRP3010381	hsa_circRNA_022515
ASCRP3010382	hsa_circRNA_100162
ASCRP3010383	hsa_circRNA_102231
ASCRP3010384	hsa_circRNA_406139
ASCRP3010385	hsa_circRNA_063598
ASCRP3010386	hsa_circRNA_104762
ASCRP3010387	hsa_circRNA_402541
ASCRP3010388	hsa_circRNA_101600
ASCRP3010389	hsa_circRNA_101291
ASCRP3010390	hsa_circRNA_102321
ASCRP3010391	hsa_circRNA_002369
ASCRP3010392	hsa_circRNA_104512
ASCRP3010393	hsa_circRNA_050792
ASCRP3010394	hsa_circRNA_026399
ASCRP3010395	hsa_circRNA_100165
ASCRP3010396	hsa_circRNA_016950
ASCRP3010397	hsa_circRNA_062139
ASCRP3010398	hsa_circRNA_082894
ASCRP3010399	hsa_circRNA_101749
ASCRP3010400	hsa_circRNA_103725
ASCRP3010401	hsa_circRNA_403559
ASCRP3010402	hsa_circRNA_001275
ASCRP3010403	hsa_circRNA_074441
ASCRP3010404	hsa_circRNA_405874
ASCRP3010405	hsa_circRNA_001894
ASCRP3010406	hsa_circRNA_404570
ASCRP3010407	hsa_circRNA_103261
ASCRP3010408	hsa_circRNA_103369
ASCRP3010409	hsa_circRNA_103306
ASCRP3010410	hsa_circRNA_000618
ASCRP3010411	hsa_circRNA_006719
ASCRP3010412	hsa_circRNA_100958
ASCRP3010413	hsa_circRNA_001862
ASCRP3010414	hsa_circRNA_401929
ASCRP3010415	hsa_circRNA_103904
ASCRP3010416	hsa_circRNA_082710
ASCRP3010417	hsa_circRNA_103060
ASCRP3010418	hsa_circRNA_006198
ASCRP3010419	hsa_circRNA_026074
ASCRP3010420	hsa_circRNA_102386
ASCRP3010421	hsa_circRNA_405818
ASCRP3010422	hsa_circRNA_035426
ASCRP3010423	hsa_circRNA_010994
ASCRP3010424	hsa_circRNA_407057
ASCRP3010425	hsa_circRNA_100736
ASCRP3010426	hsa_circRNA_081001
ASCRP3010427	hsa_circRNA_405992
ASCRP3010428	hsa_circRNA_102662
ASCRP3010429	hsa_circRNA_001084
ASCRP3010430	hsa_circRNA_001770
ASCRP3010431	hsa_circRNA_061185
ASCRP3010432	hsa_circRNA_402532
ASCRP3010433	hsa_circRNA_405452
ASCRP3010434	hsa_circRNA_404893
ASCRP3010435	hsa_circRNA_405655
ASCRP3010436	hsa_circRNA_102732
ASCRP3010437	hsa_circRNA_406079
ASCRP3010438	hsa_circRNA_405963
ASCRP3010439	hsa_circRNA_101030
ASCRP3010440	hsa_circRNA_055012
ASCRP3010441	hsa_circRNA_100602
ASCRP3010442	hsa_circRNA_405229
ASCRP3010443	hsa_circRNA_407201
ASCRP3010444	hsa_circRNA_006622
ASCRP3010445	hsa_circRNA_000881
ASCRP3010446	hsa_circRNA_101242
ASCRP3010447	hsa_circRNA_400002
ASCRP3010448	hsa_circRNA_406472
ASCRP3010449	hsa_circRNA_002871
ASCRP3010450	hsa_circRNA_406141
ASCRP3010451	hsa_circRNA_103661
ASCRP3010452	hsa_circRNA_101401
ASCRP3010453	hsa_circRNA_087004
ASCRP3010454	hsa_circRNA_405417
ASCRP3010455	hsa_circRNA_044067
ASCRP3010456	hsa_circRNA_026378
ASCRP3010457	hsa_circRNA_001205
ASCRP3010458	hsa_circRNA_405758
ASCRP3010459	hsa_circRNA_000571
ASCRP3010460	hsa_circRNA_100189
ASCRP3010461	hsa_circRNA_001089
ASCRP3010462	hsa_circRNA_104220
ASCRP3010463	hsa_circRNA_027070
ASCRP3010464	hsa_circRNA_102707
ASCRP3010465	hsa_circRNA_008208
ASCRP3010466	hsa_circRNA_406848
ASCRP3010467	hsa_circRNA_405240
ASCRP3010468	hsa_circRNA_103812
ASCRP3010469	hsa_circRNA_006773
ASCRP3010470	hsa_circRNA_100973
ASCRP3010471	hsa_circRNA_008538
ASCRP3010472	hsa_circRNA_062551
ASCRP3010473	hsa_circRNA_105022
ASCRP3010474	hsa_circRNA_100960
ASCRP3010475	hsa_circRNA_000799
ASCRP3010476	hsa_circRNA_104197
ASCRP3010477	hsa_circRNA_400138
ASCRP3010478	hsa_circRNA_100443
ASCRP3010479	hsa_circRNA_101683
ASCRP3010480	hsa_circRNA_001921
ASCRP3010481	hsa_circRNA_004286
ASCRP3010482	hsa_circRNA_085018
ASCRP3010483	hsa_circRNA_103996
